Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LP002288,Male,Yes,2,Not Graduate,No,3073,0,50,360,0,Urban,N
LP002619,Male,Yes,0,Not Graduate,No,3954,1649,140,180,0,Semiurban,Y
LP001871,Female,No,0,Graduate,No,6443,0,120,120,1,Rural,Y
LP002587,Male,Yes,0,Not Graduate,No,2468,2021,109,360,1,Rural,Y
LP001917,Female,No,0,Graduate,No,2067,1764,58,180,0,Urban,Y
LP002407,Female,Yes,0,Not Graduate,Yes,7334,0,143,240,1,Rural,Y
LP001489,Female,Yes,0,Graduate,No,4480,0,83,180,0,Rural,N
LP001639,Female,Yes,0,Graduate,No,3562,0,110,360,1,Semiurban,Y
LP002300,Female,No,0,Not Graduate,No,1653,0,44,120,1,Semiurban,Y
LP002505,Male,Yes,0,Graduate,No,5267,2526,111,360,1,Urban,N
LP002741,Female,Yes,1,Graduate,No,4682,2797,147,180,1,Semiurban,Y
LP001199,Male,Yes,2,Not Graduate,No,4082,2636,136,120,1,Urban,Y
LP001195,Male,Yes,0,Graduate,No,2010,1457,96,120,0,Semiurban,Y
LP001316,Male,Yes,0,Graduate,No,3027,2409,126,120,0,Semiurban,Y
LP002690,Male,No,0,Graduate,No,2648,0,55,240,1,Semiurban,Y
LP002448,Male,Yes,0,Graduate,No,4224,1742,145,360,1,Rural,N
LP002181,Male,No,0,Not Graduate,No,6656,0,122,360,0,Rural,N
LP002236,Male,Yes,2,Graduate,No,4664,0,93,240,0,Urban,N
LP001914,Male,Yes,0,Graduate,No,3640,863,124,240,0,Semiurban,Y
LP002494,Male,No,0,Graduate,No,6240,0,132,180,0,Rural,Y
LP001431,Female,No,0,Graduate,No,1868,7389,151,360,0,Semiurban,Y
LP001532,Male,Yes,2,Not Graduate,No,2305,0,114,360,0,Rural,N
LP001194,Male,Yes,2,Graduate,No,2498,1208,95,180,0,Semiurban,Y
LP002936,Male,Yes,0,Graduate,No,4218,3672,149,120,0,Rural,Y
LP002368,Male,Yes,2,Graduate,No,7069,0,130,240,1,Semiurban,Y
LP001119,Male,No,0,Graduate,No,3878,0,93,360,1,Urban,N
LP001112,Female,Yes,0,Graduate,No,3667,1459,144,240,0,Semiurban,Y
LP001813,Male,No,0,Graduate,Yes,6221,4646,118,180,0,Urban,N
LP001963,Male,Yes,1,Graduate,No,2146,3144,112,360,0,Urban,N
LP001491,Male,Yes,2,Graduate,Yes,3694,3953,80,180,1,Urban,Y
LP002407,Female,Yes,0,Not Graduate,Yes,7804,0,136,360,0,Rural,Y
LP001520,Male,Yes,0,Graduate,No,5145,856,127,360,0,Semiurban,Y
LP002586,Female,Yes,1,Graduate,No,3373,905,97,180,0,Semiurban,Y
LP002692,Male,Yes,3+,Graduate,Yes,6113,1288,90,180,0,Rural,Y
LP002979,Male,Yes,3+,Graduate,No,3670,0,35,240,0,Rural,Y
LP001896,Male,Yes,2,Graduate,No,4068,0,79,360,0,Semiurban,Y
LP001119,Male,No,0,Graduate,No,4334,0,66,360,1,Urban,N
LP001255,Male,No,0,Graduate,No,3773,0,112,180,0,Urban,N
LP001265,Female,No,0,Graduate,No,3454,0,112,240,1,Semiurban,Y
LP001491,Male,Yes,2,Graduate,Yes,3441,3926,88,180,0,Urban,Y
LP001560,Male,Yes,0,Not Graduate,No,1931,939,103,360,0,Semiurban,Y
LP001871,Female,No,0,Graduate,No,7489,0,108,360,1,Rural,Y
LP002837,Male,Yes,3+,Graduate,No,3028,2171,140,120,1,Rural,N
LP002743,Female,No,0,Graduate,No,1814,0,118,360,1,Semiurban,N
LP001854,Male,Yes,3+,Graduate,No,4981,0,103,360,1,Urban,N
LP001888,Female,No,0,Graduate,No,3069,0,27,360,0,Urban,Y
LP001491,Male,Yes,2,Graduate,Yes,3491,3508,80,240,1,Urban,Y
LP001940,Male,Yes,2,Graduate,No,3395,1468,136,120,0,Urban,Y
LP002928,Male,Yes,0,Graduate,No,2665,3771,68,240,1,Semiurban,Y
LP001197,Male,Yes,0,Graduate,No,3752,2581,146,360,0,Rural,N
LP002500,Male,Yes,3+,Not Graduate,No,2997,1928,71,240,1,Urban,N
LP001013,Male,Yes,0,Not Graduate,No,2207,1383,109,240,1,Urban,Y
LP002097,Male,No,1,Graduate,No,3765,1866,119,240,1,Urban,Y
LP002004,Male,No,0,Not Graduate,No,2908,2404,102,360,1,Semiurban,Y
LP001716,Male,Yes,0,Graduate,No,3887,3451,155,180,1,Urban,Y
LP002116,Female,No,0,Graduate,No,2277,0,47,240,1,Rural,N
LP002347,Male,Yes,0,Graduate,No,3101,1331,129,240,1,Semiurban,Y
LP001900,Male,Yes,1,Graduate,No,3243,2121,130,180,0,Semiurban,Y
LP001896,Male,Yes,2,Graduate,No,3404,0,85,240,1,Semiurban,Y
LP002370,Male,No,0,Not Graduate,No,2540,0,62,120,1,Urban,Y
LP002928,Male,Yes,0,Graduate,No,2751,3667,68,240,0,Semiurban,Y
LP002219,Male,Yes,3+,Graduate,No,9343,5105,132,240,0,Rural,Y
LP002287,Female,No,0,Graduate,No,1103,1738,120,360,1,Semiurban,N
LP002743,Female,No,0,Graduate,No,1783,0,112,360,1,Semiurban,N
LP002161,Female,No,1,Graduate,No,5131,0,76,120,0,Semiurban,N
LP001608,Male,Yes,2,Graduate,No,2241,1893,114,240,1,Rural,Y
LP002755,Male,Yes,1,Not Graduate,No,2045,2370,144,240,1,Urban,Y
LP001003,Male,Yes,1,Graduate,No,5024,1559,148,240,1,Rural,N
LP001606,Male,Yes,0,Graduate,No,3570,1939,122,180,1,Rural,Y
LP002979,Male,Yes,3+,Graduate,No,4445,0,37,120,1,Rural,Y
LP002953,Male,Yes,3+,Graduate,No,4818,0,129,240,1,Urban,Y
LP001205,Male,Yes,0,Graduate,No,2711,4741,115,240,0,Urban,Y
LP001222,Female,No,0,Graduate,No,4204,0,117,180,0,Semiurban,N
LP002180,Male,No,0,Graduate,Yes,6575,0,118,240,1,Rural,Y
LP001507,Male,Yes,0,Graduate,No,2675,1675,137,180,0,Semiurban,Y
LP002928,Male,Yes,0,Graduate,No,3152,3896,53,120,0,Semiurban,Y
LP001931,Female,No,0,Graduate,No,3446,0,116,360,0,Semiurban,Y
LP002974,Male,Yes,0,Graduate,No,3292,1892,106,180,0,Rural,Y
LP002131,Male,Yes,2,Not Graduate,No,2467,1956,123,120,1,Urban,Y
LP001345,Male,Yes,2,Not Graduate,No,3857,3320,128,120,0,Urban,Y
LP001086,Male,No,0,Not Graduate,No,1589,0,30,180,0,Urban,N
LP001702,Male,No,0,Graduate,No,3323,0,130,180,1,Semiurban,N
LP001487,Male,No,0,Graduate,No,5044,0,108,360,0,Semiurban,Y
LP001977,Male,Yes,1,Graduate,No,1477,1951,93,360,1,Urban,Y
LP001925,Female,No,0,Graduate,Yes,3003,1843,92,180,0,Semiurban,N
LP002619,Male,Yes,0,Not Graduate,No,3770,1312,125,240,1,Semiurban,Y
LP001940,Male,Yes,2,Graduate,No,3219,1867,123,240,1,Urban,Y
LP001322,Male,No,0,Graduate,No,4265,0,122,180,0,Semiurban,Y
LP002772,Male,No,0,Graduate,No,2640,1830,157,360,1,Rural,Y
LP001430,Female,No,0,Graduate,No,4098,0,42,120,1,Semiurban,Y
LP001964,Male,Yes,0,Not Graduate,No,1407,2648,98,360,0,Urban,N
LP002175,Male,Yes,0,Graduate,No,4495,2161,110,360,1,Urban,Y
LP001520,Male,Yes,0,Graduate,No,4816,854,134,240,0,Semiurban,Y
LP002777,Male,Yes,0,Graduate,No,2632,2128,104,120,1,Rural,Y
LP002978,Female,No,0,Graduate,No,2919,0,64,180,1,Rural,Y
LP002205,Male,No,1,Graduate,No,3250,2270,88,120,0,Urban,N
LP002743,Female,No,0,Graduate,No,2078,0,100,360,0,Semiurban,N
LP002494,Male,No,0,Graduate,No,5762,0,113,360,1,Rural,Y
LP001578,Male,Yes,0,Graduate,No,2485,3562,134,360,0,Rural,Y
LP001086,Male,No,0,Not Graduate,No,1346,0,33,240,1,Urban,N
LP002446,Male,Yes,2,Not Graduate,No,2093,1149,113,180,1,Rural,N
LP002705,Male,Yes,0,Graduate,No,3334,0,91,120,0,Semiurban,Y
LP001275,Male,Yes,1,Graduate,No,3988,0,50,360,0,Urban,Y
LP001116,Male,No,0,Not Graduate,No,3621,1924,112,180,1,Semiurban,Y
LP001325,Male,No,0,Not Graduate,No,3385,0,23,360,1,Semiurban,Y
LP001578,Male,Yes,0,Graduate,No,3070,3495,150,360,0,Rural,Y
LP002300,Female,No,0,Not Graduate,No,2138,0,53,180,1,Semiurban,Y
LP002877,Male,Yes,1,Graduate,No,1887,2189,100,120,1,Rural,Y
LP002377,Female,No,1,Graduate,Yes,8243,0,176,240,0,Semiurban,Y
LP002141,Male,Yes,3+,Graduate,No,2206,1878,86,120,1,Rural,Y
LP001206,Male,Yes,3+,Graduate,No,3010,0,86,240,1,Urban,Y
LP001896,Male,Yes,2,Graduate,No,4068,0,79,360,1,Semiurban,Y
LP002738,Male,No,2,Graduate,No,3377,0,116,120,1,Semiurban,Y
LP001636,Male,Yes,0,Graduate,No,4500,0,79,360,0,Semiurban,Y
LP002777,Male,Yes,0,Graduate,No,2766,1946,97,240,1,Rural,Y
LP001800,Male,Yes,1,Not Graduate,No,2623,1969,145,240,0,Urban,N
LP002670,Female,Yes,2,Graduate,No,2172,1408,111,120,1,Semiurban,Y
LP001013,Male,Yes,0,Not Graduate,No,2395,1639,93,120,1,Urban,Y
LP001228,Male,No,0,Not Graduate,No,2875,2498,131,180,1,Urban,N
LP001043,Male,Yes,0,Not Graduate,No,6799,0,106,360,0,Urban,N
LP002284,Male,No,0,Not Graduate,No,4475,1568,113,120,0,Rural,Y
LP001520,Male,Yes,0,Graduate,No,5667,929,119,120,1,Semiurban,Y
LP002284,Male,No,0,Not Graduate,No,3880,1943,120,360,0,Rural,Y
LP002225,Male,Yes,2,Graduate,No,4952,0,133,360,1,Urban,Y
LP002308,Male,Yes,0,Not Graduate,No,2062,2283,142,120,1,Urban,Y
LP002911,Male,Yes,1,Graduate,No,3057,2281,124,120,1,Rural,N
LP002418,Male,No,3+,Not Graduate,No,4737,1951,177,120,0,Semiurban,Y
LP002874,Male,No,0,Graduate,No,3337,2646,90,120,1,Urban,Y
LP001854,Male,Yes,3+,Graduate,No,5065,0,92,180,1,Urban,N
LP002225,Male,Yes,2,Graduate,No,4588,0,126,360,1,Urban,Y
LP002158,Male,Yes,0,Not Graduate,No,3430,1754,95,120,0,Urban,N
LP001144,Male,Yes,0,Graduate,No,6374,0,162,360,0,Urban,Y
LP001894,Male,Yes,0,Graduate,No,2816,2357,134,120,1,Semiurban,Y
LP001664,Male,No,0,Graduate,No,4000,0,122,120,0,Rural,Y
LP002314,Female,No,0,Not Graduate,No,2023,0,62,120,0,Rural,Y
LP001692,Female,No,0,Not Graduate,No,3766,0,128,120,0,Semiurban,Y
LP001431,Female,No,0,Graduate,No,2191,8664,139,180,0,Semiurban,Y
LP001029,Male,No,0,Graduate,No,1679,2870,118,180,0,Rural,N
LP002768,Male,No,0,Not Graduate,No,3785,0,80,180,1,Semiurban,N
LP001327,Female,Yes,0,Graduate,No,3173,1917,147,240,0,Semiurban,Y
LP002979,Male,Yes,3+,Graduate,No,3217,0,36,360,0,Rural,Y
LP001179,Male,Yes,2,Graduate,No,5322,0,124,360,0,Urban,N
LP002281,Male,Yes,0,Graduate,No,3387,1300,83,120,1,Urban,Y
LP002347,Male,Yes,0,Graduate,No,3197,1492,134,120,1,Semiurban,Y
LP002337,Female,No,0,Graduate,No,2875,0,54,360,1,Urban,Y
LP002126,Male,Yes,3+,Not Graduate,No,3199,0,63,240,0,Semiurban,Y
LP001892,Male,No,0,Graduate,No,2769,1743,145,120,1,Rural,Y
LP002670,Female,Yes,2,Graduate,No,2368,1619,119,120,1,Semiurban,Y
LP001800,Male,Yes,1,Not Graduate,No,2594,1972,138,240,0,Urban,N
LP002755,Male,Yes,1,Not Graduate,No,2280,2221,128,360,1,Urban,Y
LP001164,Female,No,0,Graduate,No,4403,0,88,120,1,Semiurban,N
LP001994,Female,No,0,Graduate,No,2720,1899,100,120,0,Urban,N
LP002689,Male,Yes,2,Not Graduate,No,2374,1682,50,120,1,Semiurban,Y
LP001579,Male,No,0,Graduate,No,2461,0,67,180,0,Semiurban,N
LP002053,Male,Yes,3+,Graduate,No,4629,207,133,180,0,Semiurban,Y
LP002768,Male,No,0,Not Graduate,No,3785,0,80,120,0,Semiurban,N
LP002002,Female,No,0,Graduate,No,3051,0,76,120,0,Semiurban,Y
LP002151,Male,Yes,1,Graduate,No,4268,0,61,180,1,Urban,N
LP002131,Male,Yes,2,Not Graduate,No,2785,2498,138,240,0,Urban,Y
LP001047,Male,Yes,0,Not Graduate,No,2553,1872,95,180,0,Semiurban,N
LP002114,Female,No,0,Graduate,No,4608,0,74,120,1,Semiurban,Y
LP002586,Female,Yes,1,Graduate,No,3373,905,97,120,1,Semiurban,Y
LP001095,Male,No,0,Graduate,No,2715,0,74,240,0,Urban,N
LP002692,Male,Yes,3+,Graduate,Yes,5437,1503,84,120,0,Rural,Y
LP001520,Male,Yes,0,Graduate,No,5019,847,133,120,0,Semiurban,Y
LP002239,Male,No,0,Not Graduate,No,2031,1524,144,120,0,Semiurban,Y
LP001120,Male,No,0,Graduate,No,1971,1057,49,180,1,Urban,Y
LP001606,Male,Yes,0,Graduate,No,3016,1975,117,240,0,Rural,Y
LP002051,Male,Yes,0,Graduate,No,2125,2179,125,240,0,Semiurban,Y
LP001560,Male,Yes,0,Not Graduate,No,1779,1027,105,240,1,Semiurban,Y
LP001199,Male,Yes,2,Not Graduate,No,2873,2600,135,240,1,Urban,Y
LP002545,Male,No,2,Graduate,No,3564,0,89,240,0,Rural,N
LP001179,Male,Yes,2,Graduate,No,4739,0,136,360,0,Urban,N
LP001872,Male,No,0,Graduate,Yes,4863,0,137,180,1,Semiurban,Y
LP001255,Male,No,0,Graduate,No,4185,0,107,360,0,Urban,N
LP002126,Male,Yes,3+,Not Graduate,No,3006,0,65,120,0,Semiurban,Y
LP002398,Male,No,0,Graduate,No,1659,1789,52,360,0,Semiurban,Y
LP001824,Male,Yes,1,Graduate,No,2846,1566,112,240,1,Semiurban,Y
LP002755,Male,Yes,1,Not Graduate,No,2287,2386,111,240,1,Urban,Y
LP002690,Male,No,0,Graduate,No,2180,0,48,120,1,Semiurban,Y
LP001478,Male,No,0,Graduate,No,3150,0,77,180,0,Semiurban,Y
LP001473,Male,No,0,Graduate,No,2181,1755,82,180,0,Urban,Y
LP001630,Male,No,0,Not Graduate,No,2668,1628,111,240,1,Urban,N
LP002556,Male,No,0,Graduate,No,2266,0,70,360,1,Urban,N
LP001473,Male,No,0,Graduate,No,1855,2137,80,240,0,Urban,Y
LP002418,Male,No,3+,Not Graduate,No,4904,1914,135,180,0,Semiurban,Y
LP001691,Male,Yes,2,Not Graduate,No,3618,0,119,360,1,Semiurban,Y
LP001532,Male,Yes,2,Not Graduate,No,2172,0,114,360,0,Rural,N
LP002377,Female,No,1,Graduate,Yes,8003,0,153,360,1,Semiurban,Y
LP001726,Male,Yes,0,Graduate,No,3744,1718,132,180,0,Semiurban,Y
LP001507,Male,Yes,0,Graduate,No,2831,2164,109,180,1,Semiurban,Y
LP001658,Male,No,0,Graduate,No,4168,0,69,180,0,Semiurban,Y
LP001131,Male,Yes,0,Graduate,No,3662,2195,138,180,1,Semiurban,Y
LP001974,Female,No,0,Graduate,No,5573,0,119,360,1,Rural,Y
LP002789,Male,Yes,0,Graduate,No,3927,4552,135,180,0,Rural,N
LP001888,Female,No,0,Graduate,No,3211,0,29,240,0,Urban,Y
LP002743,Female,No,0,Graduate,No,2111,0,89,240,1,Semiurban,N
LP002348,Male,Yes,0,Graduate,No,5758,0,156,240,1,Rural,Y
LP001030,Male,Yes,2,Graduate,No,1311,1057,18,240,0,Urban,Y
LP002387,Male,Yes,0,Graduate,No,2217,2477,138,180,1,Semiurban,Y
LP001430,Female,No,0,Graduate,No,4166,0,44,240,1,Semiurban,Y
LP002448,Male,Yes,0,Graduate,No,3671,1997,150,240,1,Rural,N
LP002369,Male,Yes,0,Graduate,No,2773,15,89,240,1,Rural,Y
LP001197,Male,Yes,0,Graduate,No,3879,2239,119,120,1,Rural,N
LP002086,Female,Yes,0,Graduate,No,5164,2596,115,180,1,Urban,N
LP002936,Male,Yes,0,Graduate,No,2841,3720,159,360,0,Rural,Y
LP001279,Male,No,0,Graduate,No,2549,2385,132,240,1,Semiurban,Y
LP002505,Male,Yes,0,Graduate,No,4209,2668,109,120,1,Urban,N
LP001917,Female,No,0,Graduate,No,1859,1651,47,360,0,Urban,Y
LP001811,Male,Yes,0,Not Graduate,No,3495,4134,122,180,1,Semiurban,Y
LP001658,Male,No,0,Graduate,No,3759,0,81,180,0,Semiurban,Y
LP001963,Male,Yes,1,Graduate,No,2058,2552,108,240,0,Urban,N
LP001579,Male,No,0,Graduate,No,2364,0,50,180,1,Semiurban,N
LP002493,Male,No,0,Graduate,No,3910,0,89,120,0,Semiurban,N
LP002743,Female,No,0,Graduate,No,1828,0,100,360,1,Semiurban,N
LP001871,Female,No,0,Graduate,No,5744,0,117,240,1,Rural,Y
LP002250,Male,Yes,0,Graduate,No,4704,0,123,180,0,Rural,Y
LP001275,Male,Yes,1,Graduate,No,3531,0,41,240,1,Urban,Y
LP002714,Male,No,1,Not Graduate,No,2779,1482,87,360,0,Semiurban,Y
LP002893,Male,No,0,Graduate,No,1839,35027,85,120,0,Urban,N
LP001711,Male,Yes,3+,Graduate,No,3575,1406,137,240,0,Semiurban,N
LP001319,Male,Yes,2,Not Graduate,No,3556,2028,72,360,0,Urban,Y
LP001565,Male,Yes,1,Graduate,No,2912,1154,113,180,1,Semiurban,N
LP002250,Male,Yes,0,Graduate,No,6034,0,108,180,1,Rural,Y
LP002768,Male,No,0,Not Graduate,No,3316,0,87,360,1,Semiurban,N
LP001157,Female,No,0,Graduate,No,3013,0,109,120,0,Semiurban,Y
LP001579,Male,No,0,Graduate,No,1871,0,58,360,1,Semiurban,N
LP002305,Female,No,0,Graduate,No,4054,0,104,120,0,Semiurban,Y
LP002265,Male,Yes,2,Not Graduate,No,2267,1677,98,240,0,Semiurban,Y
LP002571,Male,No,0,Not Graduate,No,4031,0,114,240,0,Rural,Y
LP001993,Female,No,0,Graduate,No,3378,1514,119,360,1,Rural,Y
LP001904,Male,Yes,0,Graduate,No,3231,1290,82,240,0,Urban,Y
LP002494,Male,No,0,Graduate,No,6114,0,140,120,1,Rural,Y
LP001493,Male,Yes,2,Not Graduate,No,4367,1556,147,240,1,Rural,N
LP002545,Male,No,2,Graduate,No,3406,0,92,120,0,Rural,N
LP002377,Female,No,1,Graduate,Yes,7792,0,147,240,0,Semiurban,Y
LP002821,Male,No,0,Not Graduate,Yes,5542,0,127,360,1,Semiurban,Y
LP001194,Male,Yes,2,Graduate,No,2963,887,115,180,1,Semiurban,Y
LP001013,Male,Yes,0,Not Graduate,No,2462,1803,98,360,1,Urban,Y
LP001720,Male,Yes,3+,Not Graduate,No,4459,917,94,360,1,Semiurban,Y
LP002181,Male,No,0,Not Graduate,No,5247,0,130,180,1,Rural,N
LP002031,Male,Yes,1,Not Graduate,No,2983,1489,109,180,1,Urban,Y
LP001430,Female,No,0,Graduate,No,4843,0,45,120,1,Semiurban,Y
LP002002,Female,No,0,Graduate,No,2886,0,87,120,0,Semiurban,Y
LP001877,Male,Yes,2,Graduate,No,4662,1513,175,240,0,Semiurban,Y
LP001560,Male,Yes,0,Not Graduate,No,2174,809,117,360,1,Semiurban,Y
LP001641,Male,Yes,1,Graduate,Yes,2001,0,56,180,1,Rural,N
LP001259,Male,Yes,1,Graduate,Yes,837,3195,119,360,1,Urban,N
LP002143,Female,Yes,0,Graduate,No,2550,480,117,360,0,Semiurban,Y
LP002366,Male,Yes,0,Graduate,No,2616,4461,134,120,1,Rural,Y
LP002265,Male,Yes,2,Not Graduate,No,2188,1763,107,360,1,Semiurban,Y
LP002936,Male,Yes,0,Graduate,No,4511,3581,171,120,0,Rural,Y
LP001915,Male,Yes,2,Graduate,No,2384,1004,83,180,0,Urban,Y
LP001915,Male,Yes,2,Graduate,No,2428,809,66,240,1,Urban,Y
LP002446,Male,Yes,2,Not Graduate,No,2336,1141,132,360,1,Rural,N
LP002670,Female,Yes,2,Graduate,No,1324,1490,127,180,0,Semiurban,Y
LP001892,Male,No,0,Graduate,No,3157,2148,125,180,0,Rural,Y
LP002648,Male,Yes,0,Graduate,No,2313,6362,64,360,0,Semiurban,N
LP001248,Male,No,0,Graduate,No,3494,0,84,180,1,Semiurban,Y
LP002789,Male,Yes,0,Graduate,No,3804,4095,141,360,1,Rural,N
LP002443,Male,Yes,2,Graduate,No,3945,1761,167,180,0,Rural,N
LP001327,Female,Yes,0,Graduate,No,2625,2218,126,180,1,Semiurban,Y
LP002571,Male,No,0,Not Graduate,No,3799,0,104,120,1,Rural,Y
LP002281,Male,Yes,0,Graduate,No,2806,1735,84,120,0,Urban,Y
LP002407,Female,Yes,0,Not Graduate,Yes,8105,0,129,180,0,Rural,Y
LP002277,Female,No,0,Graduate,No,3540,0,72,360,1,Urban,N
LP002545,Male,No,2,Graduate,No,4001,0,95,240,0,Rural,N
LP001029,Male,No,0,Graduate,No,2252,3098,96,240,1,Rural,N
LP001146,Female,Yes,0,Graduate,No,2443,3424,125,120,0,Urban,N
LP001432,Male,Yes,2,Graduate,No,3373,0,93,120,1,Semiurban,Y
LP001245,Male,Yes,2,Not Graduate,Yes,1515,1938,116,360,1,Semiurban,Y
LP002494,Male,No,0,Graduate,No,5785,0,135,240,0,Rural,Y
LP001792,Male,Yes,1,Graduate,No,3152,0,87,180,1,Semiurban,Y
LP002648,Male,Yes,0,Graduate,No,2198,5890,69,240,1,Semiurban,N
LP002142,Female,Yes,0,Graduate,Yes,5081,0,107,120,0,Rural,N
LP001750,Male,Yes,0,Graduate,No,5790,0,121,180,1,Semiurban,Y
LP001699,Male,No,0,Graduate,No,2068,0,63,360,0,Urban,Y
LP002234,Male,No,0,Graduate,Yes,7762,0,143,360,1,Urban,Y
LP002755,Male,Yes,1,Not Graduate,No,2007,2687,132,180,1,Urban,Y
LP001931,Female,No,0,Graduate,No,4149,0,119,120,0,Semiurban,Y
LP002877,Male,Yes,1,Graduate,No,1687,2136,113,240,1,Rural,Y
LP001036,Female,No,0,Graduate,No,3937,0,72,180,1,Urban,N
LP001255,Male,No,0,Graduate,No,3404,0,106,240,1,Urban,N
LP001978,Male,No,0,Graduate,No,3941,2752,125,360,1,Rural,Y
LP001245,Male,Yes,2,Not Graduate,Yes,1814,1984,88,180,1,Semiurban,Y
LP001871,Female,No,0,Graduate,No,6631,0,127,240,0,Rural,Y
LP001693,Female,No,0,Graduate,No,2657,0,88,360,1,Urban,Y
LP002606,Female,No,0,Graduate,No,3499,0,78,180,0,Semiurban,Y
LP001963,Male,Yes,1,Graduate,No,2128,3268,102,240,1,Urban,N
LP001722,Male,Yes,0,Graduate,No,145,1963,125,120,1,Rural,N
LP002305,Female,No,0,Graduate,No,4300,0,118,120,1,Semiurban,Y
LP001164,Female,No,0,Graduate,No,4451,0,120,240,1,Semiurban,N
LP002143,Female,Yes,0,Graduate,No,2653,440,141,360,1,Semiurban,Y
LP002868,Male,Yes,2,Graduate,No,3253,517,98,360,1,Urban,Y
LP001507,Male,Yes,0,Graduate,No,3337,1755,131,180,0,Semiurban,Y
LP001915,Male,Yes,2,Graduate,No,2529,971,83,180,1,Urban,Y
LP002158,Male,Yes,0,Not Graduate,No,2738,1820,99,240,0,Urban,N
LP002443,Male,Yes,2,Graduate,No,2961,1720,151,360,1,Rural,N
LP001255,Male,No,0,Graduate,No,3149,0,119,240,0,Urban,N
LP001978,Male,No,0,Graduate,No,3551,2539,143,240,0,Rural,Y
LP002659,Male,Yes,3+,Graduate,No,3042,3594,141,240,0,Rural,Y
LP001367,Male,Yes,1,Graduate,No,3031,1077,104,240,0,Urban,Y
LP002287,Female,No,0,Graduate,No,1796,1881,111,240,1,Semiurban,N
LP001112,Female,Yes,0,Graduate,No,3497,1717,123,240,0,Semiurban,Y
LP002314,Female,No,0,Not Graduate,No,1990,0,66,120,1,Rural,Y
LP001030,Male,Yes,2,Graduate,No,1359,1068,17,360,1,Urban,Y
LP002387,Male,Yes,0,Graduate,No,2600,2510,143,180,1,Semiurban,Y
LP002370,Male,No,0,Not Graduate,No,2964,0,62,180,0,Urban,Y
LP001520,Male,Yes,0,Graduate,No,5109,844,105,180,1,Semiurban,Y
LP001316,Male,Yes,0,Graduate,No,3011,2597,136,120,1,Semiurban,Y
LP001720,Male,Yes,3+,Not Graduate,No,3726,949,97,120,1,Semiurban,Y
LP002738,Male,No,2,Graduate,No,3682,0,130,180,0,Semiurban,Y
LP001868,Male,No,0,Graduate,No,1688,1992,126,240,1,Semiurban,Y
LP002648,Male,Yes,0,Graduate,No,2173,7268,69,180,0,Semiurban,N
LP002619,Male,Yes,0,Not Graduate,No,4094,1304,147,360,0,Semiurban,Y
LP001977,Male,Yes,1,Graduate,No,1489,1518,106,240,0,Urban,Y
LP002053,Male,Yes,3+,Graduate,No,4698,207,105,360,1,Semiurban,Y
LP002940,Male,No,0,Not Graduate,No,4014,0,88,180,0,Rural,Y
LP001179,Male,Yes,2,Graduate,No,4548,0,117,180,0,Urban,N
LP001068,Male,Yes,0,Graduate,No,2887,2396,119,360,0,Semiurban,Y
LP002224,Male,No,0,Graduate,No,3004,0,75,180,0,Urban,N
LP001798,Male,Yes,2,Graduate,No,6717,6656,129,180,0,Rural,Y
LP001722,Male,Yes,0,Graduate,No,169,2008,132,360,1,Rural,N
LP001333,Male,Yes,0,Graduate,No,2311,951,61,180,0,Semiurban,Y
LP002266,Male,Yes,2,Graduate,No,3198,1282,111,240,0,Urban,Y
LP002097,Male,No,1,Graduate,No,4678,1790,112,360,1,Urban,Y
LP002053,Male,Yes,3+,Graduate,No,4340,188,120,240,1,Semiurban,Y
LP001493,Male,Yes,2,Not Graduate,No,4888,1559,132,240,1,Rural,N
LP001904,Male,Yes,0,Graduate,No,3592,1374,80,120,1,Urban,Y
LP002494,Male,No,0,Graduate,No,5889,0,132,240,1,Rural,Y
LP001577,Female,Yes,0,Graduate,No,5327,0,125,180,0,Rural,N
LP001047,Male,Yes,0,Not Graduate,No,2983,1548,119,120,1,Semiurban,N
LP002114,Female,No,0,Graduate,No,4768,0,71,180,0,Semiurban,Y
LP002536,Male,Yes,3+,Not Graduate,No,2928,0,106,360,0,Rural,Y
LP002894,Female,Yes,0,Graduate,No,3276,0,38,180,0,Semiurban,Y
LP001144,Male,Yes,0,Graduate,No,5925,0,123,180,0,Urban,Y
LP001343,Male,Yes,0,Graduate,No,1584,3680,127,360,1,Semiurban,Y
LP002716,Male,No,0,Not Graduate,No,6724,0,121,180,0,Semiurban,Y
LP001491,Male,Yes,2,Graduate,Yes,3782,3666,84,120,0,Urban,Y
LP001572,Male,Yes,0,Graduate,No,9373,0,81,180,1,Urban,Y
LP002141,Male,Yes,3+,Graduate,No,2682,1822,96,180,0,Rural,Y
LP001245,Male,Yes,2,Not Graduate,Yes,1601,1610,111,180,1,Semiurban,Y
LP001241,Female,No,0,Graduate,No,3970,0,131,240,0,Semiurban,N
LP001954,Female,Yes,1,Graduate,No,4365,0,128,120,1,Urban,Y
LP002031,Male,Yes,1,Not Graduate,No,3476,1657,126,360,1,Urban,Y
LP002347,Male,Yes,0,Graduate,No,3574,1444,118,120,0,Semiurban,Y
LP001900,Male,Yes,1,Graduate,No,2325,1967,112,360,1,Semiurban,Y
